id	idU	title	desc	pubdate	numlikes
389	818	I'm at @WongPeru in Miraflores  Lima https://t.co/QBkiD0OWLm	Pixel⚡️Rider	2014-10-27	15
390	128	Hay cosas que tienes que dejar pasar 🙇🏻☠️ @ Barranco  Lima  Peru https://t.co/nWp29SOO9N	Fiorella cabanillas	2014-01-15	12
391	622	Feliz cumple JEFA 😍 (at @BarrancoBar in Barranco  Lima) https://t.co/kbNs8yPdzI	Andrés Llosa S.	2014-11-14	7
392	989	Literal  el tráfico en Lima debería estar en estado de emergencia no mames en todos lados hay tráfico #transitolima	M	2014-05-11	3
393	116	I'm at Certse Gym in Lima https://t.co/Lyba2yXR3r	Gino Valle Silva	2014-12-03	9
394	37	Zzzz... (@ Le @CordonBleuPeru in Miraflores  Lima) https://t.co/NvKaFVQE05	K	2014-10-07	15
395	247	Un premio a la puntualidad porfa. (@ Hospital María Auxiliadora in San Juan de Miraflores  Lima) https://t.co/ffBaU72wiV	NH	2014-08-13	7
396	529	Desayunando con mi @_platonika (@ Don Mamino in Miraflores  Lima) https://t.co/3VrKhTupyj	Mingo	2014-01-12	16
397	732	#osobuco con #polenta #clientes #trattoria #puntahermosa #lima #peru @ TRATTORIA DON ANGELO https://t.co/uuWql2YIdg	Trattoria Don Angelo	2014-02-15	7
398	41	#osobuco con #polenta #clientes #trattoria #puntahermosa #lima #peru https://t.co/zgoRj8gxoI	Trattoria Don Angelo	2014-11-24	18
399	375	I'm at Malecón Armendáriz in Miraflores  Lima https://t.co/sfr0awWuVj	Israel Gonzales	2014-09-08	19
400	745	I'm at Auto & Performance SAC. in Distrito de Lima Chorrillos  Departamento de Lima https://t.co/JIwkEdXf8O	Jaime Portocarrero ⚽	2014-07-25	9
401	61	I'm at Starbucks Coffee - @starbucksperu in Barranco  Lima https://t.co/kcbtISjZr4	Ikebana	2014-10-02	3
402	444	I'm at @DonMamino in Santiago de Surco  Lima https://t.co/SMwMPhbaGy	Alonzo Cadillo	2014-09-24	20
403	852	MAKING OF del proyecto audiovisual CROWDFILMING EL MURO: 40 jóvenes de 4 barrios de Lima realizando un... https://t.co/ns4BJynR3y	Tupac -CCCC	2014-02-13	17
404	322	Recargo 👌 (@ Tambo+ in Miraflores  Lima) https://t.co/wSQb2wgqYZ	Andrés Llosa S.	2014-11-18	8
405	722	Agilizando andamos :P (@ Centro de Innovación Tecnológica (CIT BCP) in Chorrillos  Lima) https://t.co/ZvRiGywOci	Juanpe	2014-12-09	10
406	769	I'm at Integralo BTL in Miraflores  Lima https://t.co/BNIuR3Xfox	Eloy Rodríguez	2014-08-20	6
407	887	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/WNzr4OFX1V	Giza	2014-08-19	5
408	406	I'm at JW Marriott Hotel Lima in Lima  PE-LIM https://t.co/KmEBNTC6er	Jorge Quevedo	2014-06-22	6
409	56	RT @SebasRero: Ya es necesario salir de Lima.	andrea🌸	2014-02-01	11
410	373	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/aCAZCKkWZO	Johana	2014-03-30	7
411	426	#culturaperuana #racismo #afro https://t.co/atBjAm8KI7	Tupac -CCCC	2014-03-28	10
412	294	I'm at Clínica Veterinaria Pet Center in Chorrillos  Lima https://t.co/whPG7SnNbr	Victor	2014-12-05	11
413	858	#Yachtingxespn gracias por tremenda transmisión. Saludos desde Lima !!!	Enrique	2014-07-19	13
414	640	#celebracion #cumpleaños #cliebtes #lima #peru #trattoria https://t.co/FeSSveYeMy	Trattoria Don Angelo	2014-03-01	18
415	447	Celebración de #cumpleaños #trattoria #puntahermosa #lima #peru https://t.co/Kzn6pay69L	Trattoria Don Angelo	2014-11-20	15
416	291	Almuerzo con papas (@ Punto Azul in Lima) https://t.co/Hpmbh4jeS5	Renzo Villanueva	2014-02-22	11
417	972	¡Nos fuimos! (@ Urb. Los Cedros de Villa in Lima) https://t.co/k0AAKmgIp3	Eddie.⛹🏻	2014-08-08	10
418	317	🍴 (@ Texas Steakhouse in Lima) https://t.co/ZKd9vRjBSO	Gatonator	2014-07-18	11
419	49	Con la banda (@ Papa John's in Santiago de Surco  Lima) https://t.co/HQkkBYsYAO	MiChAEl Xavier ♬	2014-10-05	14
420	380	Ya iniciamos el V Encuentro de #Coreju  expone #JessicaHuaman del CDPJ de Lima https://t.co/hy9ycKJE6c	Senaju Perú	2014-02-13	4
421	142	I'm at MAC Museo de Arte Contemporáneo in Barranco  Lima https://t.co/zAAJIXKAbz	Midchel Meza C.	2014-08-10	17
422	723	I'm at McDonald's in Santiago de Surco  Lima w/ @inndiansummer @queenbo_ https://t.co/xjtZ1tMG06	torta helada 🍰	2014-08-09	1
423	664	Hora del almuerzo xd (@ UAP Facultad De Estomatologia in Lima) https://t.co/3NXv3qMneX	Lizeth  Torres	2014-05-03	6
424	327	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/KNLwZwIFBt	Briz	2014-11-08	5
425	268	I'm at Interbank in Barranco  Lima https://t.co/llyAtdhZ9C	Gonzalo Barrios	2014-10-23	8
426	131	I'm at @PRIMAX_peru in Lima https://t.co/Xq3AxNSRKv	Gonzalo Barrios	2014-12-03	1
427	911	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/4yUsr5Wbsk	Manbo	2014-05-07	14
428	466	En el Wong (at @WongPeru in Santiago de Surco  Lima) https://t.co/I3zYOR0IkR	El Francesc 🔪	2014-12-16	17
429	17	No sé ni a que vengo  estoy muerto de cansancio 😓 (@ Gold's Gym in Chorrillos  Lima) https://t.co/rDdtV5LYWI	Jimbø	2014-07-02	9
430	450	:) #tarumba #Credencial #Sevienelatemporada #lanzamiento @ Carpa La Tarumba - Plaza Lima Sur https://t.co/xLrSeykpoX	Ariana Galvez	2014-11-08	17
431	492	I'm at Multicentro La Capullana in Lima https://t.co/2gvIDzt267	leonardo lucero	2014-09-09	8
432	796	🐷🐽 (@ El Hornero in Barranco  Lima) https://t.co/a00hKZ6mHJ	Rolando Chang	2014-07-06	10
433	509	Llegamos a la Carpa de La Tarumba  en Plaza Lima Sur  para el lanzamiento del nuevo espectáculo de la temporada 201… https://t.co/Jb88IddF4b	Jaime Bausate y Meza	2014-06-09	7
434	468	Cómo nos maltratan los de Bafing... (@ El Hornero in Barranco  Lima) https://t.co/SGcOVqMQxU https://t.co/5jqhXDzKin	Sr.TallarinesVerdes	2014-11-19	4
435	318	Celebrando el día del ingeniero 🐷 (at @BembosOficial in Santiago de Surco  Lima w/ @vxvmr92) https://t.co/TsEQfs0xmB	Johana	2014-10-17	7
436	728	I'm at Oishii Nikei Restaurant in Lima https://t.co/rl6LAI7ie9	Isabel Kamt	2014-11-28	19
437	758	I'm at Samaca in Distrito de Barranco  Departamento de Lima https://t.co/v55GJTLQmr	Carlos San Martin	2014-06-07	6
438	304	I'm at La 73 in Barranco  Lima https://t.co/6xlECqdB4o	Carlos San Martin	2014-01-31	9
439	271	I'm at Burger King in Miraflores  Lima https://t.co/AtxF1Lu04w	Héctor Sánchez M.	2014-05-06	20
440	424	Disfrutando la noche. (@ Café Rilke in Lima  Departamento de Lima) https://t.co/1tCXAnuLyR https://t.co/TlvgO0gu1W	Luis Melgar Prado	2014-09-21	16
441	932	Por fiiiiiiiiiin (@ Facultad de Ciencias Economicas y Empresariales - URP in Lima) https://t.co/8fIwcC4h41	La Reina del Sur	2014-10-28	18
442	12	I'm at Sofá Café in Barranco  Lima https://t.co/zzA3mhaUhm	Ruby	2014-11-19	1
443	639	Amon Amarth!!! \m/ (@ Centro de Convenciones Barranco in Barranco  Lima) https://t.co/sVf5Q1Z2uS https://t.co/hhWsgS6jj7	Mario Inga C.	2014-05-23	20
444	613	Pequeña reuna con unos amigos. (@ Casa de los San Rey in Villa El Salvador  Lima) https://t.co/qzAEuU0urS https://t.co/OSZ0IwTL9y	Luis Enrrique	2014-05-21	3
445	2	Recogiendo al GolGol (@ Hotel TAC in Miraflores  Lima) https://t.co/jYPBUag47w	Aldo Ufo	2014-07-31	7
446	42	@abbathi en #lima: one by one  in my kingdom cold  tyrants  all shall fall. Demasiado. #immortal #metal @DrTavoTenis @Slayer_X @Dela1008	Mario Zapata N.	2014-02-12	18
447	676	Abbath live in #limaperu #lima #barranco #igersrock #blackMetal @ Centro de Convenciones Barranco https://t.co/Pj7RybZ2m2	Your Personal Iesus	2014-11-11	14
448	70	Ya no falta nada !! (@ Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima) https://t.co/M4kxUmzU6u	Briz	2014-05-16	6
449	262	Visitando a Danichuchu (@ Parque Juan Bielovuciv (Las Ardillas) in Surco  Lima) https://t.co/8BtdrdY4pp	Aldo Ufo	2014-08-24	2
450	919	Just posted a photo @ Barranco  Lima  Peru https://t.co/UN1VCjAquQ	Ronaldo Aragao	2014-11-11	12
451	998	Costa verde - Lima  Perú 🇵🇪😻 . . . #costaverde #limaperú #larcomar #ocean #pacificocean #travel… https://t.co/PAdJNas0K5	Daniella Salinas	2014-06-01	1
452	593	Holiii (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/adL8RLaqGX	Mariela Gutierrez	2014-05-01	19
453	374	I'm at MicroTeatro Lima in Lima https://t.co/Q1FCPCntcy	Tito Agreda	2014-10-26	4
454	845	I'm at @HotelBLima in Barranco  Lima https://t.co/htjVNIiTeK	DenisseBallon	2014-11-13	1
455	127	I'm at Shaly house in Barranco  Lima https://t.co/sOFHOJVZwU	Gonzalo Barrios	2014-09-01	3
456	419	I'm at Mike's House!! in San Juan de Miraflores  Lima https://t.co/SL28P7iwKZ	Miguel	2014-08-11	14
457	296	Quema quema quema (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima w/ @e_blanket @mercediazp) https://t.co/AGlOEBhyXs	Gonzalo Hurtado Ruiz	2014-07-04	5
458	558	PIRAÑISMO CULTURAL : España se queda parte de las acuarelas de Martinez Compañón que el Museo de Arte de Lima... https://t.co/5iWER48XeJ	rodri nuñez carvallo	2014-02-17	10
459	804	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/PpJLbr38F8	Giza	2014-08-17	16
460	913	I'm at Hospital María Auxiliadora in San Juan de Miraflores  Lima https://t.co/T7MiogQEwq	NH	2014-06-27	12
461	608	I'm at Bodytech 28 Julio in Lima  Lima https://t.co/KyntmtlGAR	Jay Jacobsen	2014-06-22	2
462	652	I'm at Malecón Armendáriz in Miraflores  Lima https://t.co/5wddvPlzJW	Israel Gonzales	2014-03-07	1
463	779	I'm at CRP Medios y Entretenimiento - Local 3 in Lima https://t.co/1GCKCAHWvX	Pedro Rivas Ugaz	2014-09-26	5
464	19	I'm at Distribuidora Surco - Materiales de Construcción - Ladrillos - @dsurco in Lima  Lima/Peru https://t.co/vUei6ll4Rr	J u l i o 🍃	2014-12-05	4
465	109	@KikeBravoPrado @Phill_Butters https://t.co/5iQ3U5H6MF Una pena por mi universidad	Alex Lancho C.	2014-07-03	16
466	678	I'm at ARB Medios in Santiago de Surco  Departamento de Lima https://t.co/yU7enKCR4N	Alvaro O-O⚡️	2014-02-05	5
467	527	I'm at Universidad Ricardo Palma - @urpalma in Santiago de Surco  Lima https://t.co/k0Ct8lTukd	Johana	2014-04-04	9
468	809	Just posted a photo @ San Bartolo  Lima  Peru https://t.co/kRfUVknCRE	William Luna	2014-07-08	10
469	124	Trabajando.... (@ Punta Hermosa in Punta Hermosa  Lima) https://t.co/zwzx7Oqvql	Lucho Maguiña	2014-09-18	6
470	970	SEÑORES DE ATV+ BASTA DE APAÑAR AL ALCALDE DE LIMA SU PORQUERÍA DE CAMPAÑA ES PARA LEVANTAR SOLO IMAGEN DEL RATERO… https://t.co/50OMpQTZ75	luis	2014-05-04	18
471	351	Visitando al bebito ❤️👀👃🏻☃️ (@ Black Widow's Net in Departamento de Lima) https://t.co/LzrrhPw89b	Max R	2014-08-21	9
472	196	#lomosaltado #peru #lima @ TRATTORIA DON ANGELO https://t.co/GRkUutdHcs	Luis Angelo Cicala	2014-05-09	2
473	626	杏仁 (@ Makro in Santiago de Surco  Lima) https://t.co/rSGBVuwZhB https://t.co/4lflUpfcV5	Eric Herrera	2014-02-12	3
474	98	I'm at Cebichería Beto in Chorrillos  Lima https://t.co/mCICKGy2ym	renzo baglietto	2014-12-28	10
475	968	I'm at Plaza Lima Sur in Chorrillos  Lima https://t.co/hwpG3zC7BL	Javier ®	2014-07-22	7
476	589	I'm at Chifa Choy Tac in Santiago de Surco  Lima https://t.co/QiCUhUuZr9	GR19	2014-03-29	19
477	629	Si que es muy  Toxic  la canción ... Mmmffff 😁 (@ Estación Matellini - @MetropolitanoPt in Chorrillos  Lima) https://t.co/FNnFD6ooGN	Raúl	2014-05-18	17
478	948	Sarita Colonia: un reo muerto en operativo contra reorganización de 'Barrio King' https://t.co/QSBUwIIGk6 vía @elcomercio_peru	Victor Meza	2014-11-13	16
479	150	Rico pe! (@ Restaurante - De pez en cuando in Lima) https://t.co/MdIsvCsGkk	Marcial	2014-07-24	1
480	485	Jajajajajajajajaja NO PUEDO MÁS!!! #JohanaValcarcel #melcochita 😂 @ Santiago De Surco  Lima  Peru https://t.co/B4xeoCPK31	Edwin Tejada.	2014-12-16	17
481	405	Lima te espera XD https://t.co/6z3hA6ecL9	Luis Villacorta	2014-02-03	9
482	383	Lunch with my love 💙 (@ Mangos in Miraflores  Lima) https://t.co/D71JcSgfWV https://t.co/YJWMd1l8Ht	Gs	2014-06-22	16
483	582	Barranco @ Barranco  Lima  Peru https://t.co/ziuS3cdekV	Ami	2014-04-18	16
484	134	Reu de chambing (@ Don Mamino in Miraflores  Lima) https://t.co/iIZuPiWiiy	Gonzalo Hurtado Ruiz	2014-03-17	19
485	825	Pero qué lindo team! 😍 #SalónFPresente #HondaWRV @ Museo de Arte Contemporáneo - Lima https://t.co/F7qUuYqYQA	Gus CastroMannarelli	2014-12-05	2
486	470	Kick off everis tas 2017 #lima #limaperu #everis #everisperu #thecnology #it #igers #picoftheday… https://t.co/QK6nZ4KtOu	Your Personal Iesus	2014-08-11	8
487	476	@Minsa_Peru @noticias_tvperu @Agencia_Andina @DiarioElPeruano @RPPNoticias @Capital967 @canalN_ @Lima_ECpe… https://t.co/tnvOi7BE3c	Daniel Buendia	2014-08-13	11
488	129	I'm at Makro in Santiago de Surco  Lima https://t.co/ALAXDO5pHZ	Sheila S.	2014-01-02	10
489	398	Con nuestros tomatodo igualitas 👸🏼👼🏼👑 💞💜 @ Punta Hermosa  Lima  Peru https://t.co/EKUOgAF1Kh	Tilsa Lozano	2014-05-26	12
490	264	shook. (@ Chicharrones del Inca in Santiago de Surco  Lima) https://t.co/ENo5Ci2689	Alvaro O-O⚡️	2014-03-24	15
491	182	Despedida de Rosita!! #Cerrao #laluchacontinua @ La Lucha Sangucheria - Plaza Lima Sur https://t.co/ilIuGHBMSo	iamluisf	2014-03-10	9
492	515	El curioso incidente del perro a medianoche (at @TeatroLaPlaza in Miraflores  Lima) https://t.co/C0UUWPybAr	〽️ikael	2014-06-21	6
493	44	I'm at Papacho's in Miraflores  Lima https://t.co/Yq22824ME9	fiorella	2014-04-09	9
494	154	I'm at Larcomar in Miraflores  Lima https://t.co/wM9Tt6bqT3	Rodrigo Martín	2014-07-12	19
495	937	I'm at Restaurante Central in Miraflores  Lima w/ @zerma https://t.co/9SmRBNRaLt	Sarahí Castañeda	2014-06-27	10
496	241	Un chifita... (@ Chifa Yac Tac in Santiago de Surco  Lima) https://t.co/HgPz7OoTX6	Sheila S.	2014-11-04	18
497	555	Te gustaría estar saludable y generar un ingreso extra abre el link de mi pagina empresarial y únete mayor... https://t.co/XSvpuxxVvh	Juan Jose Alfaro	2014-03-28	1
498	433	Nos va a salvar un rayo de ilusiones 🎼 (@ C.C Barranco Arena in Lima  Peru) https://t.co/MgCCzr9fzI	Giuliana Hernández	2014-04-22	8
499	401	#Chorizo...iRiquísimo! #Jugo de #piña  demasiado bueno 🍔🍶 (@ Restaurant Douce France in Barranco  Lima) https://t.co/N5FBcbkyr4	Alicia Lara	2014-11-18	4
500	76	I'm at Chili's in Miraflores  Lima https://t.co/fvVspZFaVV	Luis Hernández	2014-11-05	2
501	459	I'm at Mike's House!! in San Juan de Miraflores  Lima https://t.co/fVJmg99nJC	Miguel	2014-10-18	14
502	767	I'm at Shaly house in Barranco  Lima https://t.co/pW8YsBk5pu	Gonzalo Barrios	2014-12-21	18
503	623	I'm at Ladies Latinas in Lima https://t.co/MfkS8ScRHL	Annel Romero Pisfil	2014-04-24	8
504	215	I'm at @HotelBLima in Barranco  Lima https://t.co/3dPZ7wGjgR	Pao	2014-09-25	19
505	993	Más noches así!!! #Barranco ... Lima y sus sorpresas enamoradoras! @ Barranco - Parque Principal https://t.co/kZXpCrTxGm	Alejandra Ramirez	2014-01-14	11
506	24	I'm at Larcomar in Miraflores  Lima https://t.co/3NUuWyNUdZ	Raúl	2014-01-06	3
507	681	I'm at Wahio's Bar in Barranco  Lima https://t.co/6QdFN1rsws	Carolina Salazar E.	2014-10-14	10
508	235	@cristhian14x Me pasó lo mismo llegando de paracas. Yo todo sin polo y lima tan abrígate mierda	Enrique RuizHuidobro	2014-12-14	15
509	220	Barranco!!!! @ Parque De Barranco  Lima https://t.co/bkiDUrE4y5	Fressia Ivonne Rivas	2014-12-13	12
510	902	HOYA (@ Noise in Lima  Barranco) https://t.co/EJAA4vDSaU	Luis Enrique M.	2014-04-14	14
511	828	@cristhian14x De hecho  u.u ya se me fue el efecto el frío de New York que hacía que el invierno de lima no me haga nada u.u	Enrique RuizHuidobro	2014-12-03	10
512	576	Best pero worst (@ Papacho's in Miraflores  Lima w/ @thereallymadcow) https://t.co/VT09IKK6wB	Gonzalo Hurtado Ruiz	2014-12-30	5
513	400	Mañana a madrugar. Alarma has lo tuyo. (@ Casa de Eddie in Chorrillos  Lima  lima) https://t.co/PUHM0UkPGq	Eddie.⛹🏻	2014-08-24	4
514	977	👀 (@ Costa Verde in Lima) https://t.co/Vca5YoC3qn	ETER not that MASTER	2014-11-01	2
515	199	I'm at Sargento Pimienta - @sargentpimienta in Barranco  Lima w/ @oediaz https://t.co/wM7LrwkbN8	Fresia Arias	2014-06-24	5
516	97	Gracias Central! Genial experiencia en Lima  Perú 🇵🇪 #thebest50… https://t.co/wt8nfi4uwv	Sarahí Castañeda	2014-09-19	5
517	91	La ligaaaa! (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima) https://t.co/Pyf7Cz4got	Mechita	2014-11-30	10
518	840	🙄🤷🏻‍♂️ (@ Noise in Lima  Barranco) https://t.co/OTdojYWMbi	Sebástian Jesús	2014-02-15	12
519	523	Como en los viejos tiempos 💁🏻🍻🍹 (@ El Tizón - @eltizonbar in Barranco  Lima w/ @knny_g) https://t.co/JnvRXDSRB6	Isis y tú?	2014-04-03	13
520	136	🤓 👑 @ Santiago De Surco  Lima  Peru https://t.co/c06ygaFK70	Carmen	2014-01-04	2
521	731	El bar de siempre 🤷🏻‍♀️ (@ El Tizón - @eltizonbar in Barranco  Lima) https://t.co/Xb6oJx3Y68	Carolina Salazar E.	2014-02-16	8
522	292	La Liga del Sueño (@ Sargento Pimienta - @sargentpimienta in Barranco  Lima w/ @mercediazp) https://t.co/FcZOdbzV8J	Gonzalo Hurtado Ruiz	2014-08-11	14
523	801	#Elmira en su máxima expresión... 🎶#CloseToYou🎶 (#TeOdioHumano) @ Higuereta  Lima  Peru https://t.co/n9edd6igSi	Andrés Malla -Vohc-	2014-06-20	12
524	280	En casita recargando baterías #powefullness #smile @ Barranco  Lima  Peru https://t.co/E4HoNR680e	Sil Naranjo	2014-03-25	12
525	647	Multi-colored buildings of Lima #peru #lima🇵🇪 #lima #travelgram #travel #instatravel #igtravel… https://t.co/MLA8ZG6z0S	Kaye Enriquez	2014-12-15	4
526	57	La fiesta no para (@ Noise in Lima  Barranco) https://t.co/O7FLFk9NAB	Daniela Crovetto	2014-02-07	10
527	695	I'm at Noise in Lima  Barranco w/ @karlavasqez @fernand_co https://t.co/5eIbmWqvqY	⚓️	2014-07-26	16
528	522	🏃🏻💪🏻 (@ Club Cultural Deportivo Lima in Chorrillos  Lima  LIMA) https://t.co/gl1qDFpSom	Eddie.⛹🏻	2014-04-20	4
529	399	I'm at Ibis Reducto Miraflores in Miraflores  Lima https://t.co/VvAoLkMY5W	Mayron G.	2014-05-28	14
530	92	I'm at Bodytech 28 Julio in Lima  Lima https://t.co/TS6bqY6ZzO	Jay Jacobsen	2014-09-30	18
531	893	I'm at Shaly house in Barranco  Lima https://t.co/F9vPbDJ03i	Gonzalo Barrios	2014-10-26	4
532	82	Salida bocanenze a Lima https://t.co/wXvZon6FSd	Juan Carlos	2014-11-06	14
533	868	I'm at Hospital María Auxiliadora in San Juan de Miraflores  Lima https://t.co/ujQJYk08br	NH	2014-12-15	3
534	525	Full Diplomado #ComDig @IGGP_USMP. (@ Instituto de Gobierno USMP - @iggp_usmp in Lima) https://t.co/X2VmE1CFXi	elsacasas	2014-05-07	11
535	805	@Nuage_leger :o https://t.co/8zSkVKVRTj	JoseAdolfo Hernández	2014-05-22	16
536	436	Visita guiada ✔️ (@ Colegio Santa Rita in Miraflores  Lima) https://t.co/qoqRr8A1la	Verónica	2014-09-17	14
537	105	I'm at Centro de Convenciones Daniel Alcides Carrion (CMP) in Miraflores  Lima https://t.co/OQQbF009Th	MARWILD	2014-03-21	15
538	832	I'm at Pastelería San Antonio in Miraflores  Lima https://t.co/6C0Za54ged	Stephani Svagelj H	2014-03-13	4
539	618	I'm at Lima fitness https://t.co/IgJMrGH7Ie	Juan Manuel Delgado	2014-02-06	1
540	550	#UneteAlaManada @ Barranco  Lima  Peru https://t.co/vY0H8AuUFn	Yoshos Dog Backpacks	2014-06-09	18
541	183	Grande Mar de Copas! #mardecopas #barranco #lima #concert @ Barranco Arena https://t.co/gvUN0e6PN9	Ale Vargas	2014-07-19	5
542	506	Ay qué sueñito :( (@ Facultad de Ciencias Economicas y Empresariales - URP in Lima) https://t.co/aivn7WdxUv	La Reina del Sur	2014-06-18	8
543	181	I'm at Gold's Gym in Santiago de Surco  Lima https://t.co/dHsqOa4ytR	Giza	2014-03-17	17
544	284	I'm at Mike's House!! in San Juan de Miraflores  Lima https://t.co/UuBrOsdfrP	Miguel	2014-05-01	4
545	696	Que buena atención caray! 👏 (@ Oncosalud in Miraflores  Lima) https://t.co/uiXGMwmFhh	Marcial	2014-11-24	5
546	714	I'm at Matellini Chorrillos in Lima https://t.co/xvk5g2YaJ9	Alonzo Cadillo	2014-12-27	19
547	46	I'm at Notaria Urrutia in Lima District  Lima Region https://t.co/N8IsN1hIEM	Ivette Johnson	2014-06-13	9
548	964	#Cascada de la #paz (@ Parroquia del Sagrado Corazon de Jesus in Barranco  Lima) https://t.co/lp8ylXAlYm https://t.co/USjwwpVF8n	Alicia Lara	2014-05-09	16
549	448	Sa li mos! (@ Plaza Lima Sur in Chorrillos  Lima) https://t.co/Rtl9M7hFzE	Marcial	2014-05-24	3
550	330	Marché aux puces 🐜🇫🇷 (@ Colegio Franco-Peruano (Lycée Franco-Péruvien) in Lima w/ @itsrunawaylove) https://t.co/xD5U1V1kml	torta helada 🍰	2014-10-31	20
551	861	Volví aunque sea un ratito abu (at @Bodytech_peru in Santiago de Surco  Lima) https://t.co/9UuDeBMoTy	Claudia Sucari	2014-12-17	15
552	882	Coffee first ☕️ (@ Starbucks Coffee - @starbucksperu in Miraflores  Lima) https://t.co/biFIv2uKUR	Ruby	2014-07-29	9
553	997	Día de los padres dicen (@ Innova Schools - Ambrosio in Lima) https://t.co/DQcFUKMz8h	Luis Juárez Aguirre	2014-05-26	6
554	34	@Dellymadrid Felicidades👏🏽👏🏽te invitamos a tí y los demás chicos a encontrar en nuestra cuenta las ofertas que tene… https://t.co/K6p5aoAWKr	Estetika Rejuvenece	2014-08-26	4
555	413	@MajuMantilla Hola Maju 🙂te invitamos a tí y a todos a encontrar en nuestra cuenta las ofertas q tenemos en TRATAMI… https://t.co/q02hv26vlh	Estetika Rejuvenece	2014-08-18	6
556	657	@ShawMusica Felicidades😀te invitamos a tí y a todos a encontrar en nuestra cuenta las ofertas q tenemos en TRATAMIE… https://t.co/0SfYFlkX1x	Estetika Rejuvenece	2014-09-03	17
557	573	@MicheilleSoifer @AngieElera1 @laliespos Michelle 😀te invitamos a tí y a todos a encontrar en nuestra cuenta las of… https://t.co/qMXHFy6XFP	Estetika Rejuvenece	2014-03-24	3
558	724	👨🏻‍💻 (@ Centro Empresarial El Nuevo Trigal in Santiago de Surco  Lima) https://t.co/f6QmGKuyX7	Renzo Vargas ✈	2014-09-11	19
559	703	1ra semana. (@ Parque del Recuerdo in Lurín  Lima) https://t.co/6sGE4qufoa	Alonzo Cadillo	2014-04-09	1
560	595	I'm at Restaurante El Morocho in Chorrillos  Lima https://t.co/HsjyV2EI3p	Gino Valle Silva	2014-01-16	11
561	650	La más bella del planeta ... mi abu (@ Grandma's Home in Santiago De Surco  Lima) https://t.co/MBIsheUQae	Sheila S.	2014-04-19	13
562	473	En busca de la verdad (@ La Verdad de la Milanesa in Barranco - Lima  Peru) https://t.co/oZrSpbOU6h	Luis Juárez Aguirre	2014-11-01	11
563	615	I'm at Brother Lima - Escuela de Creativos in Barranco  Lima https://t.co/rizpjZPj6I	Tumnus	2014-07-05	16
564	355	I'm at La Cabrera in Barranco  Lima https://t.co/sF6v25q9Qa	Ivette Johnson	2014-11-01	7
565	651	I'm at El Piombino in Santiago de Surco  Lima https://t.co/CQd8bTTw2s	runner65🏃	2014-04-12	9
566	172	I'm at Chili's in Miraflores  Lima https://t.co/DPhNqqX4l8	diego	2014-11-16	20
567	25	I'm at Repsol - E/S in Miraflores  Lima https://t.co/yL3nWRkzB7	Gonzalo Hurtado Ruiz	2014-10-04	17
568	871	I'm at Don'd El Gusto in Lima https://t.co/dlLomiGQTi	Elsa Salinas	2014-04-30	17
569	819	Almuerzo con cliente 😎 (@ Norky's in Chorrillos  Lima) https://t.co/luh32fxmbX	Wilson Mendoza	2014-02-08	3
570	267	Mercado de mascotas (Lima) https://t.co/hNGkardQEZ	Hanna Houdali	2014-08-19	19
571	174	Just posted a photo @ Vista Alegre  Lima  Peru https://t.co/7fwuhoKPRZ	Javier Morales A	2014-01-16	9
572	519	Mercado de mascotas (Lima) https://t.co/hNGkardQEZ	Hanna Houdali	2014-02-12	1
573	839	Mercado de mascotas (Lima) https://t.co/hNGkarvrwx	Hanna Houdali	2014-07-11	13
574	955	¡Gracias! 🐷 #oyequelindo @ Barranco  Lima  Peru https://t.co/aUztGNP2DA	carlos 🐒	2014-12-19	18
575	494	La vida de rico 😍🔝 (@ Francesco in Santiago de Surco  Lima) https://t.co/KkOtLgIB6N	Alyssa Denegri-C. ♡	2014-03-04	10
576	305	I'm at Larcomar in Miraflores  Lima https://t.co/RRVfN4qIeK	Juan José Ibarra	2014-03-17	12
577	112	Para que se sienta mejor el enfermo @alfonsonoriegal (@ La Vaca Loca in Miraflores  Lima) https://t.co/Bss2Vpq8PE	Juan José Ibarra	2014-09-22	18
578	443	I'm at Balboa Strip Mall in Miraflores  Lima https://t.co/Z3FZ6Va3hL	Stephani Svagelj H	2014-12-12	6
579	691	I'm at @WongPeru in Santiago de Surco  Lima https://t.co/7rFAODMmo5	Giza	2014-03-05	10
580	364	I'm at Malecón de Chorrillos in Chorrillos  Lima / Perú https://t.co/5qcFRxf9pT	Alonzo Cadillo	2014-10-24	16
581	290	I'm at Parque Reducto No. 2 - @munimiraflores in Miraflores  Lima https://t.co/1MwpqwLZEk	Pixel⚡️Rider	2014-12-05	10
582	886	Foto de nuestros clientes #ceviche #causa #lima #peru #puntahermosa https://t.co/iXbvBUsOoS	Trattoria Don Angelo	2014-11-05	7
